Tx	Ty	Tz
-0.2338	0.0684	-0.0358
-0.1857	0.1026	0
-0.1857	0.1026	0
-0.1238	0.0684	0
-0.0619	0.0342	0
-0.0138	0.0684	0.0358
-0.1238	0.0684	0
-0.0619	0.0342	0
-0.3495	0.0098	0
-0.0644	0.0342	-0.1059
-0.2876	-0.0244	0
-0.1238	0.0684	0
0.0456	-0.1515	-0.0684
-0.0701	-0.0244	-0.0342
-0.2338	0.0684	-0.0358
-0.0701	-0.0244	-0.0342
-0.0081	-0.0587	-0.0342
0.1132	0.0587	-0.1417
-0.0081	-0.0587	-0.0342
-0.0701	-0.0244	-0.0342
-0.0701	-0.0244	-0.0342
-0.0081	-0.0587	-0.0342
-0.0619	0.0342	0
-0.0701	-0.0244	-0.0342
-0.0081	0.1271	-0.0358
-0.0163	0.0684	-0.0701
-0.0081	0.1271	-0.0358
-0.1181	-0.0587	-0.0701
-0.0081	-0.0587	-0.0342
-0.1238	0.0684	0
-0.0644	0.0342	-0.1059
-0.1662	-0.0929	-0.1059
-0.0619	0.0342	0
-0.0644	0.0342	-0.1059
-0.1181	-0.0587	-0.0701
-0.0081	-0.0587	-0.0342
-0.0644	0.0342	-0.1059
-0.0106	-0.0587	-0.1401
-0.2281	-0.0587	-0.1059
-0.2876	-0.0244	0
-0.0701	-0.0244	-0.0342
-0.0081	-0.0587	-0.0342
-0.1181	-0.0587	-0.0701
-0.1181	-0.0587	-0.0701
-0.1181	-0.0587	-0.0701
-0.0619	-0.1515	0.0016
-0.1263	0.0684	-0.1059
-0.0081	-0.0587	-0.0342
-0.0081	-0.0587	-0.0342
-0.1181	-0.0587	-0.0701
-0.0619	0.0342	0
-0.1238	0.0684	0
0.1018	-0.0587	0.0016
-0.1181	-0.0587	-0.0701
-0.1719	0.0342	-0.0358
-0.18	-0.0244	-0.0701
-0.0138	0.0684	0.0358
-0.2338	-0.1173	-0.0342
-0.0619	0.0342	0
0.0481	0.0342	0.0358
0.0456	0.0342	-0.0701
-0.1719	0.0342	-0.0358
-0.0619	0.0342	0
-0.0081	-0.0587	-0.0342
-0.0619	0.0342	0
-0.2256	-0.0587	0
-0.1238	0.0684	0
-0.0106	-0.2444	-0.1385
0.0538	-0.0929	-0.0342
-0.1075	0	0.0701
-0.0081	-0.0587	-0.0342
-0.1776	-0.0244	0.0358
-0.0081	-0.0587	-0.0342
-0.1157	-0.0587	0.0358
0.0481	0.0342	0.0358
-0.1157	0.1271	0.0342
-0.1157	-0.0587	0.0358
-0.1238	0.0684	0
-0.0619	0.0342	0
0.1637	-0.0929	0.0016
-0.11	0	-0.0358
-0.1157	-0.0587	0.0358
0.11	-0.1857	0.0375
0.1556	-0.3372	-0.031
-0.2338	0.0684	-0.0358
-0.1157	-0.0587	0.0358
-0.0057	-0.0587	0.0717
-0.1157	-0.0587	0.0358
-0.0595	0.0342	0.1059
-0.0081	-0.0587	-0.0342
-0.1694	0.0342	0.0701
-0.0057	-0.0587	0.0717
0	0	0
-0.0081	-0.0587	-0.0342
-0.1181	0.1271	-0.0717
0.1018	0.1271	-0
-0.1157	-0.0587	0.0358
-0.2794	0.0342	0.0342
-0.2313	0.0684	0.0701
-0.1637	-0.0929	0
0.0481	0.0342	0.0358
-0.0057	0.1271	0.0701
0.0424	-0.0244	0.1075
-0.1719	0.0342	-0.0358
0.0481	0.0342	0.0358
-0.0081	-0.0587	-0.0342
-0.0138	0.0684	0.0358
0.0481	0.0342	0.0358
-0.2313	-0.1173	0.0717
-0.1694	0.2199	0.0684
-0.1157	-0.0587	0.0358
-0.2313	0.0684	0.0701
-0.0057	-0.0587	0.0717
-0.1157	0.1271	0.0342
-0.2819	0.0342	-0.0717
-0.1694	0.0342	0.0701
-0.0081	-0.0587	-0.0342
-0.0595	0.0342	0.1059
-0.1776	-0.0244	0.0358
-0.1238	0.0684	0
-0.0619	0.0342	0
-0.0595	0.0342	0.1059
-0.0057	-0.0587	0.0717
0.0481	0.0342	0.0358
0.0399	-0.0244	0.0016
-0.0619	-0.1515	0.0016
-0.1157	-0.0587	0.0358
-0.1132	-0.0587	0.1417
-0.0619	0.0342	0
-0.1719	0.0342	-0.0358
-0.1637	-0.0929	0
-0.1181	0.1271	-0.0717
-0.0619	0.0342	0
0.1018	0.1271	-0
-0.0619	-0.1515	0.0016
-0.0619	0.0342	0
0.0538	-0.0929	-0.0342
-0.1157	-0.0587	0.0358
-0.0538	-0.2786	0.0375
-0.0081	0.1271	-0.0358
-0.1776	-0.0244	0.0358
-0.0619	0.0342	0
-0.0081	-0.0587	-0.0342
0.1018	-0.0587	0.0016
-0.1157	-0.0587	0.0358
0	0	0
-0.1181	-0.0587	-0.0701
0.1018	-0.0587	0.0016
-0.0081	-0.0587	-0.0342
0.0481	0.0342	0.0358
0.1637	-0.0929	0.0016
-0.0619	0.0342	0
0.0538	-0.0929	-0.0342
-0.0081	-0.0587	-0.0342
-0.0619	0.0342	0
0	-0.1857	0.0016
-0.0619	-0.1515	0.0016
-0.1157	-0.0587	0.0358
0.1556	0.0342	-0.0342
-0.0138	0.0684	0.0358
-0.1181	-0.0587	-0.0701
-0.2338	-0.1173	-0.0342
-0.0619	0.0342	0
-0.2338	0.0684	-0.0358
-0.0081	-0.0587	-0.0342
-0.1214	0.0684	0.1059
-0.1157	-0.0587	0.0358
-0.0619	0.0342	0
0	0	0
-0.0619	0.0342	0
-0.0081	-0.0587	-0.0342
-0.0619	0.0342	0
0.1018	-0.0587	0.0016
-0.2338	0.0684	-0.0358
0.0937	0.0684	-0.0342
-0.1181	-0.0587	-0.0701
-0.1719	0.0342	-0.0358
-0.0619	0.0342	0
-0.1776	-0.0244	0.0358
-0.0081	-0.0587	-0.0342
-0.0619	0.0342	0
-0.0619	-0.1515	0.0016
0	-0.1857	0.0016
0	0.1857	-0.0016
-0.0619	0.0342	0
-0.0057	0.1271	0.0701
-0.0081	-0.0587	-0.0342
0.0481	0.0342	0.0358
-0.1157	-0.0587	0.0358
-0.1157	-0.2444	0.0375
-0.11	0	-0.0358
-0.0619	0.0342	0
-0.0619	0.0342	0
0.0538	-0.0929	-0.0342
-0.1694	-0.1515	0.0717
-0.0081	-0.0587	-0.0342
-0.0619	0.0342	0
-0.1694	0.0342	0.0701
-0.1157	-0.0587	0.0358
-0.1694	0.0342	0.0701
0.0481	0.0342	0.0358
-0.0081	-0.0587	-0.0342
0.11	0	0.0358
0.0024	0	0.1059
-0.1157	-0.0587	0.0358
-0.1637	-0.0929	0
-0.0057	0.1271	0.0701
-0.0057	-0.0587	0.0717
0.2199	0	0.0717
-0.0619	0.0342	0
-0.1157	-0.0587	0.0358
-0.0619	0.0342	0
-0.0057	0.1271	0.0701
0.2256	-0.1271	0.0016
-0.1157	-0.0587	0.0358
-0.0057	0.1271	0.0701
-0.1157	-0.0587	0.0358
0.0481	-0.1515	0.0375
0.11	0	0.0358
0.0481	0.0342	0.0358
-0.0619	0.0342	0
-0.0619	0.0342	0
-0.0057	-0.0587	0.0717
0.11	0	0.0358
-0.0057	0.1271	0.0701
-0.0619	-0.1515	0.0016
-0.0839	0.044	0.0016
0.1043	0.1271	0.1059
-0.0538	0.0929	0.0342
-0.2256	-0.0587	0
-0.0595	0.2199	0.1043
-0.0057	-0.0587	0.0717
0.0481	0.0342	0.0358
-0.1776	-0.0244	0.0358
-0.1075	0	0.0701
0.0481	0.0342	0.0358
-0.0057	0.1271	0.0701
0.0024	0	0.1059
-0.1157	-0.0587	0.0358
-0.0619	0.0342	0
0.0481	0.0342	0.0358
-0.0057	0.1271	0.0701
-0.1857	0.1026	0
-0.0081	-0.0587	-0.0342
-0.0595	0.0342	0.1059
-0.0057	-0.0587	0.0717
-0.1075	0	0.0701
-0.1694	0.0342	0.0701
0	0	0
-0.1613	0.0929	0.1043
-0.1776	0.1613	0.0342
-0.1075	0	0.0701
0.11	-0.1857	0.0375
-0.0033	-0.0587	0.1776
0	-0.1857	0.0016
0.11	0	0.0358
-0.2794	0.2199	0.0326
-0.1157	-0.0587	0.0358
-0.1238	0.0684	0
-0.0057	-0.0587	0.0717
-0.1157	-0.0587	0.0358
-0.0619	-0.1515	0.0016
-0.0701	-0.0244	-0.0342
0.0481	0.0342	0.0358
-0.1157	0.1271	0.0342
-0.0619	0.0342	0
0	0	0
-0.0701	0.1613	-0.0358
0.0481	0.0342	0.0358
-0.0619	0.0342	0
0.0481	0.0342	0.0358
-0.1157	0.1271	0.0342
-0.1157	-0.0587	0.0358
-0.0619	0.0342	0
0.0481	0.0342	0.0358
-0.2794	0.0342	0.0342
0	0	0
-0.1238	0.0684	0
-0.0619	0.0342	0
0.0538	-0.0929	-0.0342
0.0481	0.0342	0.0358
0	0	0
0.11	0	0.0358
-0.1719	0.0342	-0.0358
0.0456	-0.1515	-0.0684
0	0	0
-0.0138	-0.1173	0.0375
-0.1181	-0.0587	-0.0701
-0.0619	0.0342	0
0.1018	-0.0587	0.0016
-0.1157	-0.0587	0.0358
-0.0619	0.0342	0
-0.1694	0.0342	0.0701
-0.1181	-0.0587	-0.0701
-0.0619	0.0342	0
-0.0081	-0.0587	-0.0342
-0.0081	-0.0587	-0.0342
-0.1157	0.1271	0.0342
-0.11	0	-0.0358
-0.1157	-0.0587	0.0358
-0.0619	0.0342	0
-0.0081	0.1271	-0.0358
0	0	0
-0.0081	0.1271	-0.0358
0.0562	-0.0929	0.0717
0.0562	-0.0929	0.0717
-0.0057	-0.0587	0.0717
0	0	0
-0.11	0	-0.0358
-0.0619	0.0342	0
0.0562	0.0929	0.0701
-0.1238	0.0684	0
0.0538	-0.0929	-0.0342
0.0481	0.0342	0.0358
0.11	-0.1857	0.0375
-0.1719	-0.1515	-0.0342
0	0	0
-0.1075	0	0.0701
-0.1157	0.1271	0.0342
-0.0619	0.0342	0
-0.1719	-0.1515	-0.0342
0.11	0	0.0358
0	0	0
-0.0057	0.1271	0.0701
-0.1157	0.1271	0.0342
-0.1157	0.1271	0.0342
-0.0057	-0.0587	0.0717
0.11	0	0.0358
0.1662	-0.0929	0.1075
0.11	0	0.0358
0.0024	0	0.1059
-0.1719	0.0342	-0.0358
-0.0138	0.0684	0.0358
-0.0619	-0.1515	0.0016
-0.1637	0.0929	-0.0016
-0.0619	0.0342	0
-0.0538	0.0929	0.0342
0.11	0	0.0358
0.11	0	0.0358
-0.0619	0.0342	0
-0.11	0	-0.0358
0.11	0	0.0358
0.11	0	0.0358
0.0562	-0.0929	0.0717
0.1018	-0.0587	0.0016
-0.1157	0.1271	0.0342
-0.1776	-0.0244	0.0358
-0.1694	0.0342	0.0701
0	0	0
0.0562	-0.0929	0.0717
-0.0057	-0.0587	0.0717
0.0562	-0.0929	0.0717
0.11	0	0.0358
0.1637	-0.0929	0.0016
-0.0595	0.0342	0.1059
-0.1157	-0.0587	0.0358
-0.0538	-0.0929	0.0358
-0.0057	-0.0587	0.0717
-0.0595	0.0342	0.1059
0	0	0
0.11	0	0.0358
0.268	0.0342	0.1075
-0.0538	-0.0929	0.0358
0.0481	0.0342	0.0358
0.1018	-0.0587	0.0016
0	0	0
0.2256	-0.1271	0.0016
-0.1157	-0.0587	0.0358
0.11	0	0.0358
0.0481	0.0342	0.0358
0.0562	-0.0929	0.0717
0	-0.1857	0.0016
0.0562	-0.0929	0.0717
0.0562	-0.0929	0.0717
0.1018	-0.0587	0.0016
-0.1157	-0.0587	0.0358
0.0024	0	0.1059
0	-0.1857	0.0016
0.0481	0.0342	0.0358
0.0481	0.0342	0.0358
0.0562	-0.0929	0.0717
0.0562	0.0929	0.0701
-0.0595	0.0342	0.1059
0.11	0	0.0358
-0.11	-0.1857	-0.0342
-0.11	0	-0.0358
-0.0057	0.1271	0.0701
0.1637	-0.0929	0.0016
-0.0538	-0.0929	0.0358
-0.0538	-0.0929	0.0358
0.0562	0.0929	0.0701
-0.0619	-0.1515	0.0016
0.11	0	0.0358
-0.0538	0.0929	0.0342
0.11	0	0.0358
0.0081	-0.1271	0.0358
0.0562	0.0929	0.0701
-0.0057	-0.0587	0.0717
-0.0057	-0.0587	0.0717
-0.1719	0.0342	-0.0358
-0.0619	0.0342	0
-0.0619	0.0342	0
-0.11	0	-0.0358
0.1018	-0.0587	0.0016
0.0562	0.0929	0.0701
0.2199	0	0.0717
0	0	0
0.1637	-0.0929	0.0016
0	0	0
-0.0538	-0.0929	0.0358
-0.0619	0.0342	0
-0.0562	-0.0929	-0.0701
0	0	0
0.0481	0.0342	0.0358
-0.1719	-0.1515	-0.0342
-0.1157	-0.0587	0.0358
0.0538	0.0929	-0.0358
0.1637	-0.0929	0.0016
-0.0081	-0.0587	-0.0342
-0.0619	0.0342	0
-0.0619	0.0342	0
0	0	0
-0.0619	-0.1515	0.0016
-0.0619	-0.1515	0.0016
-0.0081	0.1271	-0.0358
0.0538	-0.0929	-0.0342
-0.1181	-0.0587	-0.0701
-0.0081	-0.0587	-0.0342
-0.1719	0.0342	-0.0358
-0.11	0	-0.0358
0.1018	-0.0587	0.0016
-0.0619	0.0342	0
0	-0.1857	0.0016
-0.1157	0.1271	0.0342
0.0538	0.0929	-0.0358
-0.0538	0.0929	0.0342
0.1018	-0.0587	0.0016
-0.0057	-0.0587	0.0717
0.1637	-0.0929	0.0016
-0.1157	0.1271	0.0342
0.0562	-0.0929	0.0717
-0.1694	0.0342	0.0701
-0.0619	0.0342	0
-0.1157	-0.0587	0.0358
0.0024	0	0.1059
-0.1694	0.0342	0.0701
-0.0057	-0.0587	0.0717
-0.0701	-0.2102	-0.0326
0.0481	0.0342	0.0358
0.11	0	0.0358
0.0481	0.0342	0.0358
0.11	0	0.0358
0	0	0
0.1018	-0.0587	0.0016
-0.1157	-0.0587	0.0358
-0.1157	-0.0587	0.0358
0.0024	0	0.1059
0.11	0	0.0358
-0.11	0	-0.0358
-0.0619	0.0342	0
0.0481	0.0342	0.0358
0.0481	0.0342	0.0358
-0.0057	-0.0587	0.0717
0.1018	-0.0587	0.0016
-0.0538	-0.0929	0.0358
-0.0057	-0.0587	0.0717
-0.1157	-0.0587	0.0358
-0.1075	0	0.0701
0.11	0	0.0358
0.0562	0.0929	0.0701
-0.1075	0	0.0701
0.11	0	0.0358
-0.0081	0.1271	-0.0358
0.0538	-0.0929	-0.0342
-0.0619	0.0342	0
-0.0619	-0.1515	0.0016
0.1637	-0.0929	0.0016
-0.11	0	-0.0358
-0.0619	-0.1515	0.0016
0	0	0
-0.2175	0	0.0342
0.11	0	0.0358
-0.1238	0.0684	0
0.0538	-0.0929	-0.0342
0.0024	0	0.1059
0.11	0	0.0358
0.0562	0.0929	0.0701
-0.1157	-0.0587	0.0358
0	0	0
-0.1157	-0.0587	0.0358
-0.1776	-0.0244	0.0358
-0.1238	-0.1173	0.0016
-0.0081	0.1271	-0.0358
0	0	0
-0.0619	0.0342	0
0.0538	-0.0929	-0.0342
-0.1694	0.0342	0.0701
-0.1157	0.1271	0.0342
0	0	0
0.0538	-0.0929	-0.0342
0.11	0	0.0358
-0.2338	0.0684	-0.0358
0.1719	-0.0342	0.0358
-0.0676	-0.0244	0.0717
-0.0595	0.0342	0.1059
-0.1075	0	0.0701
0	-0.1857	0.0016
-0.0538	-0.0929	0.0358
-0.0595	0.0342	0.1059
0.0538	-0.0929	-0.0342
-0.0538	-0.0929	0.0358
0	0	0
0.11	0	0.0358
-0.0538	-0.0929	0.0358
-0.0619	0.0342	0
0.0562	-0.0929	0.0717
0.0081	0.0587	0.0342
-0.0538	-0.0929	0.0358
-0.0538	-0.0929	0.0358
0.1018	-0.0587	0.0016
-0.0644	0.0342	-0.1059
-0.1613	0.0929	0.1043
-0.2737	-0.0929	-0.0358
-0.0538	-0.0929	0.0358
-0.0619	0.0342	0
-0.1776	0.1613	0.0342
0.1637	-0.0929	0.0016
-0.0538	0.0929	0.0342
-0.1157	-0.0587	0.0358
0.1637	-0.0929	0.0016
0.1075	0	-0.0701
0.11	0	0.0358
-0.0619	0.0342	0
0.1637	-0.0929	0.0016
0.0538	-0.0929	-0.0342
0.0538	-0.0929	-0.0342
-0.2256	-0.0587	0
0.0562	-0.0929	0.0717
-0.0538	-0.0929	0.0358
0.0538	-0.0929	-0.0342
0.0481	0.0342	0.0358
0	0	0
0	0	0
0	0	0
0.11	0	0.0358
-0.0619	-0.1515	0.0016
0.2256	-0.1271	0.0016
0.0538	0.0929	-0.0358
0.11	0	0.0358
-0.1694	-0.1515	0.0717
-0.1181	-0.0587	-0.0701
-0.0081	-0.0587	-0.0342
0	0	0
-0.0538	-0.0929	0.0358
0	0	0
0.0562	-0.0929	0.0717
-0.0138	0.0684	0.0358
0.0481	0.0342	0.0358
0	0	0
-0.0081	-0.0587	-0.0342
-0.1157	-0.0587	0.0358
0.1075	0	-0.0701
0.11	0	0.0358
-0.1075	0	0.0701
0.11	0	0.0358
-0.0619	0.0342	0
-0.0057	0.1271	0.0701
0.0481	0.0342	0.0358
-0.0081	-0.0587	-0.0342
0.0538	-0.0929	-0.0342
-0.0619	0.0342	0
0	0	0
-0.0081	-0.0587	-0.0342
0.1637	-0.0929	0.0016
0.1719	-0.0342	0.0358
-0.1075	0	0.0701
-0.1075	-0.1857	0.0717
0.0619	-0.0342	0
0.0562	-0.0929	0.0717
-0.0538	-0.0929	0.0358
0.0562	-0.0929	0.0717
-0.0538	-0.0929	0.0358
0.0481	0.0342	0.0358
-0.0595	0.0342	0.1059
-0.0538	-0.0929	0.0358
-0.2232	-0.0587	0.1059
-0.0619	0.0342	0
0.0538	-0.0929	-0.0342
0.1018	-0.0587	0.0016
0.1637	-0.0929	0.0016
0.0481	0.0342	0.0358
-0.0057	-0.0587	0.0717
0.0538	-0.0929	-0.0342
0.0481	-0.1515	0.0375
0.11	-0.1857	0.0375
0	-0.1857	0.0016
0.11	0	0.0358
0.18	-0.1613	0.0717
0.0024	0.1857	0.1043
0.0562	-0.0929	0.0717
-0.0538	-0.0929	0.0358
0.1719	-0.0342	0.0358
-0.1694	0.0342	0.0701
-0.0595	0.0342	0.1059
0.11	0	0.0358
0.11	0	0.0358
0	-0.1857	0.0016
0.11	0	0.0358
-0.0057	-0.0587	0.0717
0.0481	0.0342	0.0358
0	0	0
-0.1075	-0.1857	0.0717
-0.0619	0.0342	0
0	0	0
0.0538	-0.0929	-0.0342
0.1637	0.0929	-0
0	0	0
0.0562	-0.0929	0.0717
0.0481	0.0342	0.0358
0.3299	0	0.1075
-0.0538	-0.0929	0.0358
0.0538	0.0929	-0.0358
-0.1719	-0.1515	-0.0342
-0.1157	-0.0587	0.0358
-0.0619	0.0342	0
0.0024	0	0.1059
0.2175	0	-0.0342
0	0	0
-0.0057	-0.0587	0.0717
0.11	0	0.0358
-0.0538	-0.0929	0.0358
-0.1157	-0.0587	0.0358
-0.0619	0.0342	0
-0.0619	0.0342	0
0	0	0
-0.0538	-0.0929	0.0358
0.0562	-0.0929	0.0717
-0.0538	-0.0929	0.0358
0.0562	-0.0929	0.0717
0	0	0
0.0481	0.0342	0.0358
-0.0595	0.0342	0.1059
0	0	0
0.0024	-0.1857	0.1075
0.1637	-0.0929	0.0016
-0.0619	0.0342	0
-0.0057	0.1271	0.0701
-0.2256	-0.0587	0
-0.0619	0.0342	0
0.0024	0	0.1059
0	0	0
-0.0538	-0.0929	0.0358
0.1018	-0.0587	0.0016
-0.0057	-0.0587	0.0717
0.0538	-0.0929	-0.0342
-0.0619	0.0342	0
0.0619	-0.0342	0
0.2175	0	-0.0342
0.1637	0.0929	-0
0	-0.1857	0.0016
-0.0057	-0.0587	0.0717
-0.0538	-0.0929	0.0358
0.0538	-0.0929	-0.0342
0.11	0	0.0358
0.0538	0.0929	-0.0358
0	0	0
0.0538	-0.0929	-0.0342
0.11	0	0.0358
0.11	0	0.0358
-0.11	0	-0.0358
0.11	0	0.0358
-0.0538	-0.0929	0.0358
0.2819	-0.0342	0.0717
0.0562	-0.0929	0.0717
-0.0057	0.1271	0.0701
0.0481	-0.1515	0.0375
0	0	0
0.0538	-0.0929	-0.0342
0.0562	-0.0929	0.0717
-0.0619	0.0342	0
-0.0538	-0.0929	0.0358
0.1662	-0.0929	0.1075
0	0	0
0.1637	-0.0929	0.0016
-0.0057	-0.0587	0.0717
0.0562	-0.0929	0.0717
0.0562	0.0929	0.0701
0.11	0	0.0358
0.0619	-0.0342	0
0.0562	0.0929	0.0701
0.0562	-0.0929	0.0717
-0.0538	-0.0929	0.0358
-0.1776	-0.0244	0.0358
0.0562	0.0929	0.0701
0.1662	-0.0929	0.1075
0.2199	0	0.0717
-0.1613	-0.0929	0.1059
-0.0538	-0.0929	0.0358
0	-0.1857	0.0016
-0.2794	0.0342	0.0342
0.11	0	0.0358
0.11	0	0.0358
0.0538	-0.0929	-0.0342
0.0481	-0.1515	0.0375
0.0619	-0.0342	0
-0.1637	-0.0929	0
0	0	0
0.0538	-0.0929	-0.0342
0.0481	-0.1515	0.0375
0.0081	-0.1271	0.0358
0.11	-0.1857	0.0375
-0.0057	-0.0587	0.0717
-0.0595	0.0342	0.1059
0	-0.1857	0.0016
-0.11	0	-0.0358
0.1719	-0.0342	0.0358
-0.1637	-0.0929	0
-0.1694	0.0342	0.0701
0.0562	-0.0929	0.0717
-0.1857	0.1026	0
-0.1157	-0.0587	0.0358
0.0538	-0.0929	-0.0342
0	0	0
0.11	0	0.0358
0.1719	-0.0342	0.0358
0.0456	0.0342	-0.0701
-0.0595	0.0342	0.1059
-0.0538	-0.0929	0.0358
0	0	0
0.1719	-0.0342	0.0358
-0.0538	-0.0929	0.0358
-0.0538	-0.0929	0.0358
0.11	0	0.0358
0.0481	0.0342	0.0358
-0.1132	0.1271	0.1401
0.0562	-0.0929	0.0717
-0.0595	0.0342	0.1059
0.11	-0.1857	0.0375
-0.0538	-0.0929	0.0358
-0.0538	-0.0929	0.0358
0.2256	-0.1271	0.0016
0.1018	-0.0587	0.0016
0.11	0	0.0358
-0.1719	0.0342	-0.0358
-0.0619	-0.1515	0.0016
0.0538	-0.0929	-0.0342
0	-0.1857	0.0016
0.0562	0.0929	0.0701
0.0481	0.0342	0.0358
0.0024	0	0.1059
0	0	0
0	0	0
-0.2256	-0.0587	0
-0.0619	-0.1515	0.0016
-0.0538	-0.0929	0.0358
-0.0538	-0.0929	0.0358
0.2175	0.1857	-0.0358
0.0562	-0.0929	0.0717
0	-0.1857	0.0016
-0.0081	-0.0587	-0.0342
-0.0538	-0.0929	0.0358
0	0	0
0.1662	-0.0929	0.1075
0.1181	-0.1271	0.0717
0.0481	0.0342	0.0358
0	0	0
-0.1157	-0.0587	0.0358
-0.0538	-0.0929	0.0358
-0.0538	0.0929	0.0342
0.0538	-0.0929	-0.0342
-0.0057	-0.0587	0.0717
0.11	0	0.0358
0	0	0
0.2175	-0.1857	-0.0326
-0.0619	0.0342	0
0	0	0
0.1637	0.0929	-0
-0.0538	-0.0929	0.0358
0.1637	-0.0929	0.0016
0	-0.1857	0.0016
-0.0619	-0.1515	0.0016
-0.0619	-0.1515	0.0016
-0.0081	-0.0587	-0.0342
0.0481	0.0342	0.0358
-0.0538	-0.0929	0.0358
0.1637	-0.0929	0.0016
-0.0538	-0.0929	0.0358
-0.0538	-0.0929	0.0358
0.11	-0.1857	0.0375
0.1043	-0.0587	0.1075
-0.1694	0.0342	0.0701
0.1181	-0.1271	0.0717
0.11	0	0.0358
-0.1075	-0.1857	0.0717
0.0456	-0.1515	-0.0684
0.0562	-0.0929	0.0717
-0.0538	-0.2786	0.0375
0.1018	-0.0587	0.0016
0	0	0
-0.0057	-0.0587	0.0717
-0.0538	-0.0929	0.0358
-0.0538	-0.0929	0.0358
0.0562	0.0929	0.0701
0.0481	0.0342	0.0358
0	0	0
-0.0538	0.0929	0.0342
0.1637	-0.0929	0.0016
0.0562	-0.0929	0.0717
-0.0538	-0.0929	0.0358
0.11	0	0.0358
-0.11	-0.1857	-0.0342
-0.0057	0.1271	0.0701
0.11	0	0.0358
0.11	0	0.0358
0	0	0
-0.0676	-0.0244	0.0717
-0.0057	-0.0587	0.0717
-0.0538	-0.0929	0.0358
0.1181	-0.1271	0.0717
0.11	0	0.0358
0.0562	-0.0929	0.0717
0.0562	-0.0929	0.0717
0.0562	-0.0929	0.0717
0	0	0
-0.0057	-0.0587	0.0717
0.1043	-0.0587	0.1075
0	0	0
0.268	0.0342	0.1075
0.11	0	0.0358
-0.0057	-0.0587	0.0717
-0.0081	-0.0587	-0.0342
-0.11	0	-0.0358
0.11	0	0.0358
-0.0538	0.0929	0.0342
-0.0057	-0.0587	0.0717
-0.0538	-0.0929	0.0358
0.0562	-0.0929	0.0717
-0.0538	-0.0929	0.0358
-0.1157	-0.0587	0.0358
-0.0538	-0.0929	0.0358
0.0562	-0.0929	0.0717
-0.0538	-0.0929	0.0358
0.1637	-0.0929	0.0016
0	0	0
0.1181	-0.1271	0.0717
0	0	0
-0.0538	-0.0929	0.0358
-0.0538	-0.0929	0.0358
0.0619	-0.0342	0
0.1637	-0.0929	0.0016
0.0538	-0.0929	-0.0342
0.0538	-0.0929	-0.0342
0.378	0.0342	0.1434
0.0562	0.0929	0.0701
0	0	0
0	0	0
-0.0538	-0.0929	0.0358
0.11	0	0.0358
0.1637	0.0929	-0
0.0562	-0.0929	0.0717
0	0	0
-0.0538	-0.0929	0.0358
0.1018	-0.0587	0.0016
0.1043	-0.0587	0.1075
0.1018	0.1271	-0
0.0481	0.0342	0.0358
0.0538	-0.0929	-0.0342
0.0481	-0.1515	0.0375
0.158	0.0342	0.0717
-0.0538	-0.0929	0.0358
-0.0595	0.0342	0.1059
-0.0538	-0.0929	0.0358
0.0562	-0.0929	0.0717
0.11	-0.1857	0.0375
0.11	0	0.0358
0.11	0	0.0358
0.1018	-0.0587	0.0016
-0.1157	0.1271	0.0342
0.0538	-0.0929	-0.0342
-0.0081	-0.0587	-0.0342
-0.0538	0.0929	0.0342
0.0562	0.0929	0.0701
-0.0057	-0.0587	0.0717
0	-0.1857	0.0016
-0.0057	-0.0587	0.0717
0.2737	0.0929	0.0358
-0.1157	-0.0587	0.0358
0.0081	-0.1271	0.0358
-0.0057	0.1271	0.0701
0.2199	0	0.0717
0.0562	-0.0929	0.0717
-0.11	0	-0.0358
0.1018	-0.0587	0.0016
0.11	0	0.0358
0.0562	-0.0929	0.0717
-0.0619	-0.1515	0.0016
0.0562	0.0929	0.0701
0	0	0
0.1018	-0.0587	0.0016
0.1637	-0.0929	0.0016
0	0	0
0.1637	0.0929	-0
-0.1157	-0.0587	0.0358
0.11	0	0.0358
0.1018	-0.0587	0.0016
0.2737	-0.0929	0.0375
-0.0057	-0.0587	0.0717
0	0	0
0	0	0
0.11	0	0.0358
0	0	0
0	0	0
-0.0456	-0.0342	0.0701
-0.0538	-0.0929	0.0358
0.11	0	0.0358
0.11	0	0.0358
0.0538	-0.0929	-0.0342
0.0024	0	0.1059
0	-0.1857	0.0016
0.11	-0.1857	0.0375
-0.0619	0.0342	0
-0.0538	-0.0929	0.0358
0.0481	0.0342	0.0358
0	-0.1857	0.0016
0.1637	-0.0929	0.0016
-0.0595	0.0342	0.1059
0.0562	-0.0929	0.0717
0.11	0	0.0358
0	0	0
0.0481	-0.1515	0.0375
0	0	0
0.0481	0.0342	0.0358
0.0024	0	0.1059
0.11	0	0.0358
-0.0538	-0.0929	0.0358
0.0562	-0.0929	0.0717
-0.0057	-0.0587	0.0717
0.1637	-0.0929	0.0016
-0.0538	0.0929	0.0342
0	0	0
-0.2199	0	-0.0717
-0.0538	-0.0929	0.0358
-0.1075	0	0.0701
0.0562	0.0929	0.0701
0.11	0	0.0358
0.0538	-0.0929	-0.0342
-0.0057	0.1271	0.0701
-0.0057	-0.0587	0.0717
0.0619	-0.0342	0
0.11	-0.1857	0.0375
-0.0619	0.0342	0
0.2175	0	-0.0342
0.11	0	0.0358
